,gene_type,gene_name,gencode_transcript,ensembl_transcript,ensembl_gene,gencode_gene,splice_type,biomark_neural_panel,confident_rbp,rbp,ribosomal,ribosomal_subunit,synapse,transcription_factor,one_ensembl_id
chr22:40804075:40804124:+@chr22:40804281|40804359:40804433:+,protein_coding,SGSM3,"ENST00000467915.1,ENST00000480830.1,ENST00000470518.1,ENST00000485962.1,ENST00000248929.9,ENST00000481408.1,ENST00000454798.2","ENST00000248929,ENST00000454798,ENST00000485962,ENST00000481408,ENST00000467915,ENST00000480830,ENST00000470518",ENSG00000100359,ENSG00000100359.16,A3SS,False,False,False,False,False,False,False,ENSG00000100359
chr22:40804937:40805022:+@chr22:40805254|40805344:40805376:+,protein_coding,SGSM3,"ENST00000417424.1,ENST00000427834.1,ENST00000485962.1,ENST00000248929.9","ENST00000485962,ENST00000248929,ENST00000417424,ENST00000427834",ENSG00000100359,ENSG00000100359.16,A3SS,False,False,False,False,False,False,False,ENSG00000100359
chr22:40813050:40812980|40812990:-@chr22:40806292:40807911:-,protein_coding,MKL1,"ENST00000355630.3,ENST00000407029.1,ENST00000402042.1,ENST00000396617.3,ENST00000477468.1","ENST00000407029,ENST00000396617,ENST00000477468,ENST00000402042,ENST00000355630",ENSG00000196588,ENSG00000196588.10,A5SS,False,False,False,False,False,False,False,ENSG00000196588
chr22:40820210:40820385:-@chr22:40819540:40819689:-@chr22:40816851:40817104:-,protein_coding,MKL1,"ENST00000355630.3,ENST00000407029.1,ENST00000402042.1,ENST00000396617.3","ENST00000407029,ENST00000396617,ENST00000402042,ENST00000355630",ENSG00000196588,ENSG00000196588.10,SE,False,False,False,False,False,False,False,ENSG00000196588
chr22:40948110:40948371:-@chr22:40915468:40915616:-@chr22:40859225:40859290:-,protein_coding,MKL1,"ENST00000355630.3,ENST00000463769.2,ENST00000396617.3,ENST00000466278.1,ENST00000422851.1,ENST00000402042.1","ENST00000466278,ENST00000422851,ENST00000355630,ENST00000396617,ENST00000463769,ENST00000402042",ENSG00000196588,ENSG00000196588.10,SE,False,False,False,False,False,False,False,ENSG00000196588
chr22:41032482:41032690:-@chr22:40990678:40990739:-@chr22:40948110:40948371:-,protein_coding,MKL1,"ENST00000355630.3,ENST00000466278.1,ENST00000402042.1,ENST00000396617.3,ENST00000463769.2","ENST00000463769,ENST00000466278,ENST00000396617,ENST00000402042,ENST00000355630",ENSG00000196588,ENSG00000196588.10,SE,False,False,False,False,False,False,False,ENSG00000196588
chr22:41075277:41075408|41075738:+@chr22:41076953:41078818:+,protein_coding,MCHR1,"ENST00000498400.1,ENST00000249016.4","ENST00000498400,ENST00000249016",ENSG00000128285,ENSG00000128285.4,A5SS,False,False,False,False,False,False,False,ENSG00000128285
chr22:41173044:41173139:-@chr22:41172194:41172312:-@chr22:41169941:41170023:-,protein_coding,SLC25A17,"ENST00000491545.1,ENST00000544408.1,ENST00000447566.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000430221.1,ENST00000542412.1,ENST00000402844.3","ENST00000430221,ENST00000447566,ENST00000402844,ENST00000263255,ENST00000491545,ENST00000435456,ENST00000544408,ENST00000542412,ENST00000420970",ENSG00000100372,ENSG00000100372.10,SE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41188529:41188680:-@chr22:41175762:41175898:-@chr22:41175013:41175129:-,protein_coding,SLC25A17,"ENST00000491545.1,ENST00000427084.1,ENST00000447566.1,ENST00000426396.1,ENST00000544408.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000430221.1,ENST00000449676.1,ENST00000443810.1,ENST00000542412.1,ENST00000434193.1,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000447566,ENST00000434193,ENST00000449676,ENST00000544408,ENST00000263255,ENST00000458600,ENST00000491545,ENST00000435456,ENST00000427084,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000443810",ENSG00000100372,ENSG00000100372.10,SE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41188529:41188680:-@chr22:41180517:41180608:-@chr22:41175013:41175129:-,protein_coding,SLC25A17,"ENST00000491545.1,ENST00000427084.1,ENST00000447566.1,ENST00000426396.1,ENST00000544408.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000430221.1,ENST00000449676.1,ENST00000443810.1,ENST00000542412.1,ENST00000434193.1,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000447566,ENST00000434193,ENST00000449676,ENST00000544408,ENST00000263255,ENST00000458600,ENST00000491545,ENST00000435456,ENST00000427084,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000443810",ENSG00000100372,ENSG00000100372.10,SE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41188529:41188680:-@chr22:41180517:41180608:-@chr22:41175762:41175898:-@chr22:41175013:41175129:-,protein_coding,SLC25A17,"ENST00000491545.1,ENST00000427084.1,ENST00000447566.1,ENST00000426396.1,ENST00000544408.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000430221.1,ENST00000449676.1,ENST00000443810.1,ENST00000542412.1,ENST00000434193.1,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000447566,ENST00000434193,ENST00000449676,ENST00000544408,ENST00000263255,ENST00000458600,ENST00000491545,ENST00000435456,ENST00000427084,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000443810",ENSG00000100372,ENSG00000100372.10,MXE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41190518:41190584:-@chr22:41188529:41188680:-@chr22:41175013:41175129:-,protein_coding,SLC25A17,"ENST00000491545.1,ENST00000427084.1,ENST00000447566.1,ENST00000426396.1,ENST00000544408.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000434185.1,ENST00000430221.1,ENST00000434193.1,ENST00000443810.1,ENST00000542412.1,ENST00000449676.1,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000434185,ENST00000447566,ENST00000449676,ENST00000434193,ENST00000544408,ENST00000263255,ENST00000458600,ENST00000491545,ENST00000435456,ENST00000427084,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000443810",ENSG00000100372,ENSG00000100372.10,SE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41193258:41193340:-@chr22:41190518:41190584:-@chr22:41188529:41188599:-@chr22:41175013:41175129:-,protein_coding,SLC25A17,"ENST00000443810.1,ENST00000491545.1,ENST00000447566.1,ENST00000426396.1,ENST00000544408.1,ENST00000420970.1,ENST00000427084.1,ENST00000435456.2,ENST00000412879.1,ENST00000434185.1,ENST00000430221.1,ENST00000449676.1,ENST00000542412.1,ENST00000434193.1,ENST00000263255.6,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000434185,ENST00000447566,ENST00000434193,ENST00000449676,ENST00000544408,ENST00000263255,ENST00000458600,ENST00000491545,ENST00000435456,ENST00000427084,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000443810",ENSG00000100372,ENSG00000100372.10,MXE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41193340:41193258|41193288:-@chr22:41190518:41190584:-,protein_coding,SLC25A17,"ENST00000491545.1,ENST00000544408.1,ENST00000447566.1,ENST00000426396.1,ENST00000427084.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000434185.1,ENST00000430221.1,ENST00000449676.1,ENST00000443810.1,ENST00000542412.1,ENST00000434193.1,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000434185,ENST00000447566,ENST00000434193,ENST00000449676,ENST00000427084,ENST00000263255,ENST00000458600,ENST00000491545,ENST00000435456,ENST00000544408,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000443810",ENSG00000100372,ENSG00000100372.10,A5SS,False,False,False,False,False,False,False,ENSG00000100372
chr22:41195027:41195087:-@chr22:41188529:41188680:-@chr22:41175013:41175129:-,protein_coding,SLC25A17,"ENST00000443810.1,ENST00000491545.1,ENST00000447566.1,ENST00000426396.1,ENST00000544408.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000434185.1,ENST00000430221.1,ENST00000434193.1,ENST00000427084.1,ENST00000542412.1,ENST00000449676.1,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000434185,ENST00000447566,ENST00000449676,ENST00000434193,ENST00000427084,ENST00000263255,ENST00000458600,ENST00000443810,ENST00000435456,ENST00000544408,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000491545",ENSG00000100372,ENSG00000100372.10,SE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41195027:41195087:-@chr22:41190518:41190584:-@chr22:41175013:41175129:-,protein_coding,SLC25A17,"ENST00000443810.1,ENST00000491545.1,ENST00000447566.1,ENST00000426396.1,ENST00000544408.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000434185.1,ENST00000430221.1,ENST00000434193.1,ENST00000427084.1,ENST00000542412.1,ENST00000449676.1,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000434185,ENST00000447566,ENST00000449676,ENST00000434193,ENST00000427084,ENST00000263255,ENST00000458600,ENST00000443810,ENST00000435456,ENST00000544408,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000491545",ENSG00000100372,ENSG00000100372.10,SE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41195027:41195087:-@chr22:41190518:41190584:-@chr22:41188529:41188680:-,protein_coding,SLC25A17,"ENST00000443810.1,ENST00000491545.1,ENST00000447566.1,ENST00000426396.1,ENST00000544408.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000434185.1,ENST00000430221.1,ENST00000434193.1,ENST00000427084.1,ENST00000542412.1,ENST00000449676.1,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000434185,ENST00000447566,ENST00000449676,ENST00000434193,ENST00000427084,ENST00000263255,ENST00000458600,ENST00000443810,ENST00000435456,ENST00000544408,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000491545",ENSG00000100372,ENSG00000100372.10,SE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41195027:41195087:-@chr22:41190518:41190584:-@chr22:41188529:41188680:-@chr22:41175013:41175129:-,protein_coding,SLC25A17,"ENST00000443810.1,ENST00000491545.1,ENST00000447566.1,ENST00000426396.1,ENST00000544408.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000434185.1,ENST00000430221.1,ENST00000434193.1,ENST00000427084.1,ENST00000542412.1,ENST00000449676.1,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000434185,ENST00000447566,ENST00000449676,ENST00000434193,ENST00000427084,ENST00000263255,ENST00000458600,ENST00000443810,ENST00000435456,ENST00000544408,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000491545",ENSG00000100372,ENSG00000100372.10,MXE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41195027:41195087:-@chr22:41193258:41193340:-@chr22:41190518:41190584:-,protein_coding,SLC25A17,"ENST00000443810.1,ENST00000491545.1,ENST00000426396.1,ENST00000544408.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000434185.1,ENST00000434193.1,ENST00000427084.1,ENST00000542412.1,ENST00000449676.1,ENST00000458600.1","ENST00000412879,ENST00000434185,ENST00000449676,ENST00000434193,ENST00000427084,ENST00000263255,ENST00000458600,ENST00000443810,ENST00000435456,ENST00000544408,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000491545",ENSG00000100372,ENSG00000100372.10,SE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41195027:41195087:-@chr22:41193288:41193340:-@chr22:41190518:41190584:-,protein_coding,SLC25A17,"ENST00000443810.1,ENST00000491545.1,ENST00000426396.1,ENST00000544408.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000434185.1,ENST00000434193.1,ENST00000427084.1,ENST00000542412.1,ENST00000449676.1,ENST00000458600.1","ENST00000412879,ENST00000434185,ENST00000449676,ENST00000434193,ENST00000427084,ENST00000263255,ENST00000458600,ENST00000443810,ENST00000435456,ENST00000544408,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000491545",ENSG00000100372,ENSG00000100372.10,SE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41215199:41215392:-@chr22:41195027:41195044:-@chr22:41188529:41188680:-,protein_coding,SLC25A17,"ENST00000491545.1,ENST00000544408.1,ENST00000447566.1,ENST00000426396.1,ENST00000427084.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000434185.1,ENST00000430221.1,ENST00000449676.1,ENST00000443810.1,ENST00000542412.1,ENST00000434193.1,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000434185,ENST00000447566,ENST00000434193,ENST00000449676,ENST00000427084,ENST00000263255,ENST00000458600,ENST00000491545,ENST00000435456,ENST00000544408,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000443810",ENSG00000100372,ENSG00000100372.10,SE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41215199:41215392:-@chr22:41195027:41195044:-@chr22:41188529:41188680:-@chr22:41175013:41175129:-,protein_coding,SLC25A17,"ENST00000491545.1,ENST00000544408.1,ENST00000447566.1,ENST00000426396.1,ENST00000427084.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000434185.1,ENST00000430221.1,ENST00000449676.1,ENST00000443810.1,ENST00000542412.1,ENST00000434193.1,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000434185,ENST00000447566,ENST00000434193,ENST00000449676,ENST00000427084,ENST00000263255,ENST00000458600,ENST00000491545,ENST00000435456,ENST00000544408,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000443810",ENSG00000100372,ENSG00000100372.10,MXE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41215199:41215392:-@chr22:41195027:41195087:-@chr22:41188529:41188680:-,protein_coding,SLC25A17,"ENST00000491545.1,ENST00000544408.1,ENST00000447566.1,ENST00000426396.1,ENST00000427084.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000434185.1,ENST00000430221.1,ENST00000449676.1,ENST00000443810.1,ENST00000542412.1,ENST00000434193.1,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000434185,ENST00000447566,ENST00000434193,ENST00000449676,ENST00000427084,ENST00000263255,ENST00000458600,ENST00000491545,ENST00000435456,ENST00000544408,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000443810",ENSG00000100372,ENSG00000100372.10,SE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41215199:41215392:-@chr22:41195027:41195087:-@chr22:41188529:41188680:-@chr22:41175013:41175129:-,protein_coding,SLC25A17,"ENST00000491545.1,ENST00000544408.1,ENST00000447566.1,ENST00000426396.1,ENST00000427084.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000434185.1,ENST00000430221.1,ENST00000449676.1,ENST00000443810.1,ENST00000542412.1,ENST00000434193.1,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000434185,ENST00000447566,ENST00000434193,ENST00000449676,ENST00000427084,ENST00000263255,ENST00000458600,ENST00000491545,ENST00000435456,ENST00000544408,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000443810",ENSG00000100372,ENSG00000100372.10,MXE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41215199:41215392:-@chr22:41195044|41195087:41195027:-,protein_coding,SLC25A17,"ENST00000491545.1,ENST00000544408.1,ENST00000447566.1,ENST00000426396.1,ENST00000427084.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000434185.1,ENST00000430221.1,ENST00000449676.1,ENST00000443810.1,ENST00000542412.1,ENST00000434193.1,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000434185,ENST00000447566,ENST00000434193,ENST00000449676,ENST00000427084,ENST00000263255,ENST00000458600,ENST00000491545,ENST00000435456,ENST00000544408,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000443810",ENSG00000100372,ENSG00000100372.10,A3SS,False,False,False,False,False,False,False,ENSG00000100372
chr22:41215199:41215392:-@chr22:41195565:41195675:-@chr22:41195027:41195087:-,protein_coding,SLC25A17,"ENST00000491545.1,ENST00000544408.1,ENST00000447566.1,ENST00000426396.1,ENST00000427084.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000434185.1,ENST00000430221.1,ENST00000449676.1,ENST00000443810.1,ENST00000542412.1,ENST00000434193.1,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000434185,ENST00000447566,ENST00000434193,ENST00000449676,ENST00000427084,ENST00000263255,ENST00000458600,ENST00000491545,ENST00000435456,ENST00000544408,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000443810",ENSG00000100372,ENSG00000100372.10,SE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41215199:41215392:-@chr22:41213207:41213381:-@chr22:41195027:41195087:-,protein_coding,SLC25A17,"ENST00000491545.1,ENST00000544408.1,ENST00000447566.1,ENST00000426396.1,ENST00000427084.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000434185.1,ENST00000430221.1,ENST00000449676.1,ENST00000443810.1,ENST00000542412.1,ENST00000434193.1,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000434185,ENST00000447566,ENST00000434193,ENST00000449676,ENST00000427084,ENST00000263255,ENST00000458600,ENST00000491545,ENST00000435456,ENST00000544408,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000443810",ENSG00000100372,ENSG00000100372.10,SE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41215199:41215392:-@chr22:41213207:41213381:-@chr22:41195565:41195675:-@chr22:41195027:41195087:-,protein_coding,SLC25A17,"ENST00000491545.1,ENST00000544408.1,ENST00000447566.1,ENST00000426396.1,ENST00000427084.1,ENST00000420970.1,ENST00000263255.6,ENST00000435456.2,ENST00000412879.1,ENST00000434185.1,ENST00000430221.1,ENST00000449676.1,ENST00000443810.1,ENST00000542412.1,ENST00000434193.1,ENST00000458600.1","ENST00000412879,ENST00000430221,ENST00000434185,ENST00000447566,ENST00000434193,ENST00000449676,ENST00000427084,ENST00000263255,ENST00000458600,ENST00000491545,ENST00000435456,ENST00000544408,ENST00000426396,ENST00000542412,ENST00000420970,ENST00000443810",ENSG00000100372,ENSG00000100372.10,MXE,False,False,False,False,False,False,False,ENSG00000100372
chr22:41228573:41228675:-@chr22:41228091:41228220:-@chr22:41226844:41226960:-,protein_coding,ST13,"ENST00000413424.1,ENST00000216218.3,ENST00000480048.1,ENST00000455824.1","ENST00000413424,ENST00000216218,ENST00000480048,ENST00000455824",ENSG00000100380,ENSG00000100380.8,SE,False,False,False,False,False,False,False,ENSG00000100380
chr22:41231564:41231674:-@chr22:41228573:41228675:-@chr22:41226844:41226960:-,protein_coding,ST13,"ENST00000413424.1,ENST00000216218.3,ENST00000480048.1,ENST00000455824.1,ENST00000411695.1","ENST00000413424,ENST00000216218,ENST00000455824,ENST00000480048,ENST00000411695",ENSG00000100380,ENSG00000100380.8,SE,False,False,False,False,False,False,False,ENSG00000100380
chr22:41246827:41246884:-@chr22:41244343|41244373:41244298:-,protein_coding,ST13,"ENST00000411695.1,ENST00000216218.3,ENST00000455824.1","ENST00000411695,ENST00000216218,ENST00000455824",ENSG00000100380,ENSG00000100380.8,A3SS,False,False,False,False,False,False,False,ENSG00000100380
